id,name,city,address,price_per_night,rating,phone,website
566,Grand Da Lat Lodge,Bình Thuận,"276 Phan Chu Trinh, Bình Thuận",328360,2.5,074754033,www.grand-da-lat-lodge.com.vn
567,Riverside Saigon River Apartments,Bình Thuận,"110 Cách Mạng Tháng Tám, Bình Thuận",544605,3.8,082268633,www.riverside-saigon-river-apartments.com
568,Palm Saigon River Lodge,Bình Thuận,"21 Khuê Văn Các, Bình Thuận",341899,2.7,0252-667-6111,www.palm-saigon-river-lodge.vn
569,Central Monsoon Lodge,Bình Thuận,"97 Cách Mạng Tháng Tám, Bình Thuận",834901,4.6,082831209,www.central-monsoon-lodge.vn
570,Garden Apartments Bamboo,Bình Thuận,"44 Nguyễn Văn Cừ, Bình Thuận",348338,2.8,038593764,www.garden-apartments-bamboo.com
571,Mountain Villa Da Lat,Bình Thuận,"207 Hoàng Văn Thụ, Bình Thuận",409620,2.8,088835472,www.mountain-villa-da-lat.vn
572,City Azure Palace,Bình Thuận,"143 Nguyễn Văn Cừ, Bình Thuận",376420,2.9,0252-701-9147,www.city-azure-palace.com
573,Horizon Hotel Halong,Bình Thuận,"35 Đồng Khởi, Bình Thuận",446186,3.7,0252-819-6356,www.horizon-hotel-halong.com
574,Silver Resort Danang,Bình Thuận,"253 Nguyễn Văn Cừ, Bình Thuận",625479,4.5,076165287,www.silver-resort-danang.vn
575,Ocean House Seaside,Bình Thuận,"17 Lý Thường Kiệt, Bình Thuận",923174,5.0,0252-660-6153,www.ocean-house-seaside.com.vn
576,Central Hanoi Inn,Bình Thuận,"156 Khuê Văn Các, Bình Thuận",650483,4.7,0252-519-7374,www.central-hanoi-inn.com.vn
577,Riverside Mekong Breeze House,Bình Thuận,"293 Khuê Văn Các, Bình Thuận",557229,3.7,0252-257-7412,www.riverside-mekong-breeze-house.com.vn
578,Garden Azure Villa,Bình Thuận,"165 Hai Bà Trưng, Bình Thuận",354530,2.7,0252-575-6715,www.garden-azure-villa.vn
579,Sky Lotus Apartments,Bình Thuận,"220 Nguyễn Huệ, Bình Thuận",457549,3.4,0252-877-5001,www.sky-lotus-apartments.com
580,Imperial Resort Danang,Bình Thuận,"59 Hai Bà Trưng, Bình Thuận",378841,3.3,0252-671-7921,www.imperial-resort-danang.vn
581,Palm Lodge Saigon,Bình Thuận,"12 Lê Duẩn, Bình Thuận",768840,5.0,0252-786-2601,www.palm-lodge-saigon.com.vn
582,Riverside Suites Lotus,Bình Thuận,"258 Lê Duẩn, Bình Thuận",750593,4.5,0252-506-6952,www.riverside-suites-lotus.com.vn
583,Pearl Danang House,Bình Thuận,"148 Hùng Vương, Bình Thuận",409275,3.2,0252-431-2506,www.pearl-danang-house.vn
584,Sky Lotus Lodge,Bình Thuận,"291 Trần Phú, Bình Thuận",698952,4.5,0252-278-5945,www.sky-lotus-lodge.vn
585,Silver Seaside Villa,Bình Thuận,"213 Hùng Vương, Bình Thuận",527993,3.5,0252-981-9971,www.silver-seaside-villa.com
586,Grand House Hue,Bình Thuận,"256 Ngô Quyền, Bình Thuận",474181,3.0,073749728,www.grand-house-hue.vn
587,Metro Hotel Sunset,Bình Thuận,"187 Hùng Vương, Bình Thuận",490483,3.7,089648133,www.metro-hotel-sunset.com.vn
588,Ocean Resort Da Lat,Quảng Ninh,"137 Cách Mạng Tháng Tám, Quảng Ninh",814021,4.6,0203-815-4868,www.ocean-resort-da-lat.com.vn
589,Imperial Da Lat Hotel,Quảng Ninh,"159 Bạch Đằng, Quảng Ninh",591520,3.7,0203-862-1606,www.imperial-da-lat-hotel.com
590,Lotus Saigon Lodge,Quảng Ninh,"282 Lê Lợi, Quảng Ninh",461634,2.9,079011326,www.lotus-saigon-lodge.com
591,Majestic Mango Resort,Quảng Ninh,"187 Cách Mạng Tháng Tám, Quảng Ninh",786159,4.2,0203-941-3302,www.majestic-mango-resort.com
592,Riverside Sunset Resort,Quảng Ninh,"298 Nguyễn Văn Cừ, Quảng Ninh",972718,4.9,0203-292-4900,www.riverside-sunset-resort.vn
593,Riverside Villa Lotus,Quảng Ninh,"200 Ngô Quyền, Quảng Ninh",819374,4.5,092472750,www.riverside-villa-lotus.com
594,Pearl Palace Monsoon,Quảng Ninh,"29 Lê Lợi, Quảng Ninh",550735,3.7,086587943,www.pearl-palace-monsoon.com.vn
595,Imperial Inn Saigon River,Quảng Ninh,"189 Lê Duẩn, Quảng Ninh",630430,4.6,039611895,www.imperial-inn-saigon-river.vn
596,Imperial Azure Lodge,Quảng Ninh,"63 Quang Trung, Quảng Ninh",539528,3.8,0203-208-7438,www.imperial-azure-lodge.com.vn
597,Silver Nha Trang Lodge,Quảng Ninh,"83 Hùng Vương, Quảng Ninh",854689,4.8,079081555,www.silver-nha-trang-lodge.com.vn
598,Majestic Palace Mekong Breeze,Quảng Ninh,"171 Cách Mạng Tháng Tám, Quảng Ninh",808314,4.3,098155275,www.majestic-palace-mekong-breeze.vn
599,Majestic Seaside Villa,Quảng Ninh,"15 Nguyễn Thị Minh Khai, Quảng Ninh",767502,4.4,0203-654-3229,www.majestic-seaside-villa.com
600,City Mango Villa,Quảng Ninh,"43 Ngô Quyền, Quảng Ninh",348781,2.8,099677722,www.city-mango-villa.com.vn
601,Central Phu Quoc Lodge,Quảng Ninh,"168 Phan Chu Trinh, Quảng Ninh",663638,4.5,0203-386-7447,www.central-phu-quoc-lodge.com.vn
602,Sky Saigon House,Quảng Ninh,"118 Hoàng Văn Thụ, Quảng Ninh",960977,4.8,0203-918-3764,www.sky-saigon-house.com
603,City Lodge Phu Quoc,Quảng Ninh,"189 Trần Phú, Quảng Ninh",417405,2.9,0203-738-8129,www.city-lodge-phu-quoc.com.vn
604,Garden Da Lat Suites,Quảng Ninh,"148 Lê Lợi, Quảng Ninh",695562,4.4,0203-411-4531,www.garden-da-lat-suites.com.vn
605,Pearl Monsoon Inn,Quảng Ninh,"149 Lý Thường Kiệt, Quảng Ninh",751200,4.9,0203-454-7056,www.pearl-monsoon-inn.vn
606,Horizon Saigon Palace,Quảng Ninh,"166 Điện Biên Phủ, Quảng Ninh",802777,4.9,0203-592-7935,www.horizon-saigon-palace.vn
607,Lotus Halong House,Quảng Ninh,"27 Đồng Khởi, Quảng Ninh",442895,3.3,031055155,www.lotus-halong-house.vn
608,Lotus Azure Villa,Quảng Ninh,"287 Điện Biên Phủ, Quảng Ninh",300858,2.6,0203-704-6557,www.lotus-azure-villa.com.vn
609,Sunrise Sunset Apartments,Quảng Ninh,"134 Điện Biên Phủ, Quảng Ninh",318606,2.8,0203-487-6907,www.sunrise-sunset-apartments.com.vn
610,Silver Lodge Mekong,Quảng Ninh,"161 Nguyễn Văn Cừ, Quảng Ninh",485842,3.6,078823478,www.silver-lodge-mekong.vn
611,Horizon Hotel Da Lat,Quảng Ninh,"28 Điện Biên Phủ, Quảng Ninh",370285,3.1,0203-922-8653,www.horizon-hotel-da-lat.com.vn
612,Riverside Palace Hanoi,Quảng Ninh,"183 Nguyễn Thị Minh Khai, Quảng Ninh",876662,5.0,0203-315-3425,www.riverside-palace-hanoi.com
613,Mountain Mango Inn,Quảng Ninh,"261 Phan Chu Trinh, Quảng Ninh",789699,4.6,096971067,www.mountain-mango-inn.vn
614,Sky Danang Suites,Quảng Ninh,"49 Lê Duẩn, Quảng Ninh",649418,4.7,035037120,www.sky-danang-suites.vn
615,Riverside Inn Saigon,Quảng Ninh,"236 Trần Phú, Quảng Ninh",817986,4.6,0203-475-1095,www.riverside-inn-saigon.com.vn
616,Royal Palace Lotus,Quảng Ninh,"67 Ngô Quyền, Quảng Ninh",354744,3.0,089171909,www.royal-palace-lotus.vn
617,Majestic Azure Resort,Quảng Ninh,"131 Nguyễn Trãi, Quảng Ninh",479081,2.9,031214411,www.majestic-azure-resort.com
618,City Lodge Phu Quoc,Quảng Ninh,"153 Nguyễn Huệ, Quảng Ninh",563437,3.7,088013151,www.city-lodge-phu-quoc.com.vn
619,Riverside House Da Lat,Quảng Nam,"229 Lê Duẩn, Quảng Nam",646821,4.7,0235-633-2478,www.riverside-house-da-lat.com.vn
620,Mountain Apartments Monsoon,Quảng Nam,"21 Trần Phú, Quảng Nam",582970,3.8,096079638,www.mountain-apartments-monsoon.vn
621,Horizon Mango Palace,Quảng Nam,"41 Cách Mạng Tháng Tám, Quảng Nam",664602,4.8,0235-330-5921,www.horizon-mango-palace.com
622,Palm Rice Field Hotel,Quảng Nam,"40 Khuê Văn Các, Quảng Nam",673745,4.8,0235-622-2548,www.palm-rice-field-hotel.com.vn
623,Sky Villa Mekong,Quảng Nam,"42 Ngô Quyền, Quảng Nam",489237,4.4,072833985,www.sky-villa-mekong.com.vn
624,Royal Mango Villa,Quảng Nam,"233 Ngô Quyền, Quảng Nam",588324,4.4,089924066,www.royal-mango-villa.com
625,Lotus Mekong Resort,Quảng Nam,"274 Cách Mạng Tháng Tám, Quảng Nam",254009,2.5,0235-871-8817,www.lotus-mekong-resort.com.vn
626,City Palace Mango,Quảng Nam,"185 Hoàng Văn Thụ, Quảng Nam",664073,4.2,081893049,www.city-palace-mango.com
627,Grand Saigon Suites,Quảng Nam,"108 Lý Thường Kiệt, Quảng Nam",411896,3.7,0235-841-9824,www.grand-saigon-suites.com
628,Majestic Bamboo Inn,Quảng Nam,"217 Lê Duẩn, Quảng Nam",250000,2.6,0235-919-8295,www.majestic-bamboo-inn.com.vn
629,Garden Bamboo Suites,Quảng Nam,"151 Hùng Vương, Quảng Nam",576618,3.9,0235-208-2682,www.garden-bamboo-suites.vn
630,Metro Palace Rice Field,Quảng Nam,"284 Hoàng Văn Thụ, Quảng Nam",581150,5.0,0235-725-8993,www.metro-palace-rice-field.com
631,Royal Monsoon Villa,Quảng Nam,"33 Khuê Văn Các, Quảng Nam",410004,3.2,036066681,www.royal-monsoon-villa.com.vn
632,Metro Mango Suites,Quảng Nam,"177 Lê Duẩn, Quảng Nam",459974,3.6,0235-901-6556,www.metro-mango-suites.vn
633,Central Mango Apartments,Quảng Nam,"185 Cách Mạng Tháng Tám, Quảng Nam",687902,4.5,093892412,www.central-mango-apartments.vn
634,Garden Da Lat Inn,Quảng Nam,"252 Hoàng Văn Thụ, Quảng Nam",307357,2.8,083404431,www.garden-da-lat-inn.vn
635,Royal Villa Mekong,Quảng Nam,"82 Quang Trung, Quảng Nam",381056,2.9,0235-265-6533,www.royal-villa-mekong.com.vn
636,Riverside Resort Seaside,Quảng Nam,"250 Bạch Đằng, Quảng Nam",347906,3.1,0235-247-5382,www.riverside-resort-seaside.com
637,Palm Resort Hanoi,Quảng Nam,"235 Nguyễn Thị Minh Khai, Quảng Nam",754990,4.9,039431687,www.palm-resort-hanoi.vn
638,Riverside Halong Suites,Quảng Nam,"81 Quang Trung, Quảng Nam",628282,4.3,078502626,www.riverside-halong-suites.com
639,Horizon Phu Quoc Resort,Quảng Nam,"225 Hùng Vương, Quảng Nam",758516,4.9,0235-685-6592,www.horizon-phu-quoc-resort.com.vn
640,Palm Mekong Villa,Quảng Nam,"185 Cách Mạng Tháng Tám, Quảng Nam",493812,4.1,079064738,www.palm-mekong-villa.com
641,Metro Monsoon Palace,Quảng Nam,"186 Nguyễn Văn Cừ, Quảng Nam",672911,4.9,031866542,www.metro-monsoon-palace.com.vn
642,City Inn Monsoon,Quảng Nam,"202 Đồng Khởi, Quảng Nam",636357,4.4,037469516,www.city-inn-monsoon.com.vn
643,Metro Seaside Lodge,Quảng Nam,"177 Trần Hưng Đạo, Quảng Nam",250000,2.5,0235-350-7618,www.metro-seaside-lodge.com.vn
644,Horizon Seaside Palace,Quảng Nam,"208 Quang Trung, Quảng Nam",686805,4.4,0235-750-6480,www.horizon-seaside-palace.com.vn
645,Sunrise Seaside Lodge,Kon Tum,"48 Hùng Vương, Kon Tum",327566,3.8,0260-850-3621,www.sunrise-seaside-lodge.com
646,Grand House Rice Field,Kon Tum,"124 Lê Lợi, Kon Tum",419721,4.6,0260-717-2809,www.grand-house-rice-field.vn
647,Royal Lodge Sunset,Kon Tum,"64 Quang Trung, Kon Tum",250000,2.6,0260-505-1085,www.royal-lodge-sunset.com.vn
648,Ocean House Nha Trang,Kon Tum,"154 Quang Trung, Kon Tum",307273,3.2,098317187,www.ocean-house-nha-trang.vn
649,Imperial Sunset Suites,Kon Tum,"233 Quang Trung, Kon Tum",250000,2.7,031942018,www.imperial-sunset-suites.com.vn
650,Sunrise Bamboo Resort,Kon Tum,"270 Quang Trung, Kon Tum",322076,3.5,086989172,www.sunrise-bamboo-resort.vn
651,Metro Palace Monsoon,Kon Tum,"74 Phan Chu Trinh, Kon Tum",350752,3.8,0260-921-9408,www.metro-palace-monsoon.vn
652,Riverside Palace Mekong Breeze,Kon Tum,"81 Đồng Khởi, Kon Tum",466938,4.9,072122980,www.riverside-palace-mekong-breeze.com.vn
653,Sky Sunset Inn,Kon Tum,"191 Nguyễn Huệ, Kon Tum",275940,3.3,0260-228-3340,www.sky-sunset-inn.com
654,Sky Mango Lodge,Kon Tum,"94 Hùng Vương, Kon Tum",439117,4.5,0260-557-2106,www.sky-mango-lodge.com
655,Metro Mango Palace,Kon Tum,"194 Trần Hưng Đạo, Kon Tum",368716,3.7,096168551,www.metro-mango-palace.com.vn
656,Central Lotus Resort,Kon Tum,"210 Hoàng Văn Thụ, Kon Tum",363029,3.5,0260-246-8259,www.central-lotus-resort.vn
657,Golden Inn Saigon,Kon Tum,"159 Ngô Quyền, Kon Tum",313030,3.9,0260-397-9877,www.golden-inn-saigon.vn
658,Royal House Da Lat,Kon Tum,"258 Lê Duẩn, Kon Tum",398762,4.7,091195504,www.royal-house-da-lat.com
659,Imperial Palace Danang,Kon Tum,"165 Khuê Văn Các, Kon Tum",260398,3.5,034488160,www.imperial-palace-danang.com
660,Metro Sunset Villa,Kon Tum,"132 Nguyễn Trãi, Kon Tum",253350,2.7,0260-492-3359,www.metro-sunset-villa.com
661,Golden Inn Mango,Kon Tum,"87 Cách Mạng Tháng Tám, Kon Tum",250000,2.6,0260-930-1958,www.golden-inn-mango.com.vn
662,City Phu Quoc Apartments,Kon Tum,"133 Trần Hưng Đạo, Kon Tum",340155,3.4,0260-407-4925,www.city-phu-quoc-apartments.vn
663,Sky Sunset House,Kon Tum,"59 Nguyễn Trãi, Kon Tum",258016,3.2,0260-267-8932,www.sky-sunset-house.com
664,Metro Hotel Mekong,Kon Tum,"52 Khuê Văn Các, Kon Tum",270114,3.1,086817664,www.metro-hotel-mekong.com.vn
665,Majestic House Da Lat,Gia Lai,"192 Điện Biên Phủ, Gia Lai",319211,3.9,0269-633-8401,www.majestic-house-da-lat.com
666,Grand Lodge Hue,Gia Lai,"31 Lý Thường Kiệt, Gia Lai",475550,4.8,0269-896-7228,www.grand-lodge-hue.com.vn
667,Horizon Sunset Lodge,Gia Lai,"83 Đồng Khởi, Gia Lai",425792,4.3,0269-604-3014,www.horizon-sunset-lodge.com
668,Emerald Apartments Da Lat,Gia Lai,"259 Hoàng Văn Thụ, Gia Lai",457386,4.9,087505282,www.emerald-apartments-da-lat.vn
669,Central Lotus Villa,Gia Lai,"236 Hùng Vương, Gia Lai",459287,4.9,097611033,www.central-lotus-villa.vn
670,Garden Saigon Inn,Gia Lai,"285 Cách Mạng Tháng Tám, Gia Lai",502306,4.7,039062270,www.garden-saigon-inn.vn
671,Grand Palace Halong,Gia Lai,"193 Quang Trung, Gia Lai",429056,4.6,0269-986-1138,www.grand-palace-halong.com
672,Central Da Lat Palace,Gia Lai,"114 Lý Thường Kiệt, Gia Lai",470574,4.4,082962474,www.central-da-lat-palace.vn
673,Horizon Nha Trang Suites,Gia Lai,"186 Lê Duẩn, Gia Lai",250000,2.6,091074212,www.horizon-nha-trang-suites.vn
674,City Mekong House,Gia Lai,"88 Lê Duẩn, Gia Lai",387649,3.9,0269-898-3875,www.city-mekong-house.com
675,Sky Danang Inn,Gia Lai,"292 Lê Lợi, Gia Lai",519437,4.6,082961378,www.sky-danang-inn.vn
676,Emerald House Bamboo,Gia Lai,"219 Lý Thường Kiệt, Gia Lai",456529,4.1,0269-530-8086,www.emerald-house-bamboo.com.vn
677,Golden Sunset Palace,Gia Lai,"186 Lê Duẩn, Gia Lai",291441,3.8,033847882,www.golden-sunset-palace.vn
678,Central Azure Suites,Gia Lai,"42 Trần Hưng Đạo, Gia Lai",520842,4.7,098067943,www.central-azure-suites.com
679,Imperial Lotus Lodge,Gia Lai,"50 Trần Phú, Gia Lai",250000,2.6,0269-841-6477,www.imperial-lotus-lodge.com.vn
680,Imperial Nha Trang Villa,Gia Lai,"171 Đồng Khởi, Gia Lai",317418,3.8,0269-814-8184,www.imperial-nha-trang-villa.com
681,Horizon Halong Resort,Gia Lai,"18 Đồng Khởi, Gia Lai",347337,3.4,091638240,www.horizon-halong-resort.com
682,Silver Apartments Danang,Gia Lai,"29 Nguyễn Huệ, Gia Lai",336852,3.9,0269-298-7735,www.silver-apartments-danang.com
683,Lotus Hotel Bamboo,Gia Lai,"238 Nguyễn Trãi, Gia Lai",504829,4.5,087661425,www.lotus-hotel-bamboo.com.vn
684,Palm Da Lat Resort,Gia Lai,"7 Nguyễn Huệ, Gia Lai",315726,4.0,096863064,www.palm-da-lat-resort.vn
685,Palm Monsoon Palace,Lâm Đồng,"228 Hoàng Văn Thụ, Lâm Đồng",369268,3.0,0263-330-6106,www.palm-monsoon-palace.vn
686,Metro Saigon River Lodge,Lâm Đồng,"278 Ngô Quyền, Lâm Đồng",630457,4.4,0263-551-5768,www.metro-saigon-river-lodge.com.vn
687,Grand Phu Quoc Hotel,Lâm Đồng,"260 Bạch Đằng, Lâm Đồng",766678,4.5,0263-552-4201,www.grand-phu-quoc-hotel.com
688,Horizon Resort Lotus,Lâm Đồng,"244 Hùng Vương, Lâm Đồng",811279,4.2,0263-539-6499,www.horizon-resort-lotus.vn
689,Silver Hue Resort,Lâm Đồng,"22 Nguyễn Thị Minh Khai, Lâm Đồng",670864,3.7,095774492,www.silver-hue-resort.com
690,Garden Villa Azure,Lâm Đồng,"205 Hùng Vương, Lâm Đồng",508348,3.0,0263-275-6863,www.garden-villa-azure.com
691,Emerald Mango Palace,Lâm Đồng,"300 Hùng Vương, Lâm Đồng",770520,4.8,093025654,www.emerald-mango-palace.com
692,Imperial Inn Lotus,Lâm Đồng,"126 Khuê Văn Các, Lâm Đồng",332792,2.9,031213248,www.imperial-inn-lotus.com.vn
693,Horizon Resort Lotus,Lâm Đồng,"157 Hùng Vương, Lâm Đồng",529262,3.6,0263-375-9633,www.horizon-resort-lotus.vn
694,Metro Resort Halong,Lâm Đồng,"67 Điện Biên Phủ, Lâm Đồng",661644,4.5,0263-583-6209,www.metro-resort-halong.vn
695,Metro Suites Hanoi,Lâm Đồng,"97 Hoàng Văn Thụ, Lâm Đồng",710659,4.6,0263-453-1872,www.metro-suites-hanoi.vn
696,Golden House Rice Field,Lâm Đồng,"108 Lê Duẩn, Lâm Đồng",783514,4.3,032719333,www.golden-house-rice-field.com.vn
697,Horizon Villa Mekong Breeze,Lâm Đồng,"238 Nguyễn Văn Cừ, Lâm Đồng",439923,2.9,0263-694-9106,www.horizon-villa-mekong-breeze.com.vn
698,Golden Rice Field Hotel,Lâm Đồng,"113 Hùng Vương, Lâm Đồng",778072,4.7,0263-423-6013,www.golden-rice-field-hotel.com.vn
699,City Saigon River Lodge,Lâm Đồng,"44 Khuê Văn Các, Lâm Đồng",324462,2.8,0263-560-4771,www.city-saigon-river-lodge.vn
700,Royal Lotus Apartments,Lâm Đồng,"240 Nguyễn Thị Minh Khai, Lâm Đồng",528811,3.6,0263-479-7264,www.royal-lotus-apartments.com
701,Lotus Mekong Resort,Lâm Đồng,"43 Quang Trung, Lâm Đồng",471556,3.2,0263-280-5528,www.lotus-mekong-resort.com
702,Riverside Saigon River Hotel,Lâm Đồng,"103 Khuê Văn Các, Lâm Đồng",525524,3.3,0263-963-5496,www.riverside-saigon-river-hotel.com
703,Lotus House Mekong,Lâm Đồng,"154 Lý Thường Kiệt, Lâm Đồng",443707,3.2,079411194,www.lotus-house-mekong.com.vn
704,Horizon Phu Quoc Apartments,Lâm Đồng,"117 Bạch Đằng, Lâm Đồng",628735,4.3,0263-801-8679,www.horizon-phu-quoc-apartments.vn
705,Central Danang Villa,Lâm Đồng,"220 Hùng Vương, Lâm Đồng",783196,4.4,0263-660-1493,www.central-danang-villa.com.vn
706,Sunrise Phu Quoc Lodge,Lâm Đồng,"256 Lý Thường Kiệt, Lâm Đồng",845175,4.5,0263-629-7974,www.sunrise-phu-quoc-lodge.vn
707,City House Mango,Lâm Đồng,"12 Trần Hưng Đạo, Lâm Đồng",510481,3.9,0263-538-7404,www.city-house-mango.com.vn
708,Pearl Resort Seaside,Lâm Đồng,"97 Nguyễn Trãi, Lâm Đồng",540630,3.7,081953808,www.pearl-resort-seaside.com
709,Emerald Mekong Breeze Hotel,Lâm Đồng,"102 Phan Chu Trinh, Lâm Đồng",428366,2.7,0263-438-5769,www.emerald-mekong-breeze-hotel.vn
710,Palm Hanoi Villa,Lâm Đồng,"6 Nguyễn Văn Cừ, Lâm Đồng",462749,2.9,0263-360-2814,www.palm-hanoi-villa.com
711,Emerald Danang Apartments,Lâm Đồng,"67 Hùng Vương, Lâm Đồng",735101,4.7,072626084,www.emerald-danang-apartments.vn
712,Pearl Bamboo Lodge,Lâm Đồng,"4 Hùng Vương, Lâm Đồng",839086,5.0,096386388,www.pearl-bamboo-lodge.vn
713,Garden Rice Field Hotel,Lâm Đồng,"148 Trần Phú, Lâm Đồng",769983,4.1,0263-928-5873,www.garden-rice-field-hotel.com.vn
714,Lotus Inn Monsoon,Lâm Đồng,"92 Bạch Đằng, Lâm Đồng",862961,4.7,0263-874-4005,www.lotus-inn-monsoon.vn
715,Sky Hanoi Suites,Lâm Đồng,"141 Phan Chu Trinh, Lâm Đồng",803933,4.7,038144559,www.sky-hanoi-suites.com.vn
716,Metro House Halong,Hải Dương,"40 Quang Trung, Hải Dương",429117,4.4,075613700,www.metro-house-halong.com.vn
717,Pearl Bamboo Hotel,Hải Dương,"237 Trần Phú, Hải Dương",344514,3.5,071381175,www.pearl-bamboo-hotel.com.vn
718,Riverside Inn Lotus,Hải Dương,"249 Nguyễn Thị Minh Khai, Hải Dương",286098,3.7,072438713,www.riverside-inn-lotus.com.vn
719,Lotus Saigon Resort,Hải Dương,"151 Phan Chu Trinh, Hải Dương",250000,2.8,0220-887-1183,www.lotus-saigon-resort.vn
720,Golden Saigon River Inn,Hải Dương,"18 Hùng Vương, Hải Dương",471936,4.7,0220-248-9566,www.golden-saigon-river-inn.vn
721,Riverside Mango Palace,Hải Dương,"3 Đồng Khởi, Hải Dương",250000,2.6,0220-455-7138,www.riverside-mango-palace.com
722,Pearl Monsoon Hotel,Hải Dương,"173 Lý Thường Kiệt, Hải Dương",484697,4.6,0220-298-3750,www.pearl-monsoon-hotel.vn
723,Lotus Sunset Resort,Hải Dương,"166 Trần Hưng Đạo, Hải Dương",322185,3.9,0220-754-7472,www.lotus-sunset-resort.com.vn
724,Riverside Halong Villa,Hải Dương,"89 Trần Hưng Đạo, Hải Dương",250000,2.5,0220-417-8516,www.riverside-halong-villa.com
725,Majestic Lodge Saigon River,Hải Dương,"35 Đồng Khởi, Hải Dương",450410,4.7,072049784,www.majestic-lodge-saigon-river.vn
726,Lotus Halong Villa,Hải Dương,"69 Nguyễn Trãi, Hải Dương",304743,3.3,089718899,www.lotus-halong-villa.com
727,Ocean Rice Field Palace,Hải Dương,"262 Nguyễn Trãi, Hải Dương",350784,4.1,0220-213-4811,www.ocean-rice-field-palace.com
728,Lotus Resort Mango,Hải Dương,"220 Bạch Đằng, Hải Dương",447945,4.4,0220-583-9171,www.lotus-resort-mango.com.vn
729,Pearl Da Lat Hotel,Hải Dương,"228 Bạch Đằng, Hải Dương",388664,4.3,0220-859-1648,www.pearl-da-lat-hotel.vn
730,Metro Lodge Saigon,Hải Dương,"170 Bạch Đằng, Hải Dương",268510,3.4,0220-880-5068,www.metro-lodge-saigon.vn
731,Imperial Apartments Sunset,Hải Dương,"94 Trần Hưng Đạo, Hải Dương",265954,3.6,032971853,www.imperial-apartments-sunset.vn
732,Sunrise Inn Danang,Hải Dương,"282 Phan Chu Trinh, Hải Dương",528217,4.6,0220-280-7983,www.sunrise-inn-danang.vn
733,Central Da Lat Suites,Hải Dương,"91 Cách Mạng Tháng Tám, Hải Dương",349646,4.0,0220-850-4299,www.central-da-lat-suites.com.vn
734,Garden Saigon River Apartments,Hải Dương,"86 Nguyễn Trãi, Hải Dương",330181,3.7,078783553,www.garden-saigon-river-apartments.com.vn
735,Grand Apartments Danang,Hải Dương,"276 Hai Bà Trưng, Hải Dương",260070,2.9,0220-674-6011,www.grand-apartments-danang.com.vn
736,Silver Mekong Breeze Resort,Phan Thiết,"70 Trần Hưng Đạo, Phan Thiết",588162,4.3,031139203,www.silver-mekong-breeze-resort.vn
737,Mountain Monsoon Apartments,Phan Thiết,"197 Quang Trung, Phan Thiết",573567,3.7,0252-618-1636,www.mountain-monsoon-apartments.com
738,City Inn Da Lat,Phan Thiết,"131 Cách Mạng Tháng Tám, Phan Thiết",751131,4.4,0252-926-9005,www.city-inn-da-lat.vn
739,Mountain Apartments Monsoon,Phan Thiết,"125 Bạch Đằng, Phan Thiết",631715,3.7,0252-923-1462,www.mountain-apartments-monsoon.vn
740,Horizon Bamboo Inn,Phan Thiết,"127 Lê Lợi, Phan Thiết",708889,4.0,032192512,www.horizon-bamboo-inn.vn
741,City Rice Field Resort,Phan Thiết,"97 Nguyễn Văn Cừ, Phan Thiết",650960,4.7,0252-908-5951,www.city-rice-field-resort.vn
742,Emerald Apartments Rice Field,Phan Thiết,"211 Hai Bà Trưng, Phan Thiết",796238,4.4,037516642,www.emerald-apartments-rice-field.com
743,Golden Apartments Mango,Phan Thiết,"87 Lý Thường Kiệt, Phan Thiết",571624,4.5,0252-913-7845,www.golden-apartments-mango.vn
744,Metro Apartments Hue,Phan Thiết,"192 Phan Chu Trinh, Phan Thiết",347033,3.0,0252-714-2806,www.metro-apartments-hue.com.vn
745,Sky Inn Da Lat,Phan Thiết,"94 Đồng Khởi, Phan Thiết",622778,4.5,075512789,www.sky-inn-da-lat.vn
746,Lotus Danang Apartments,Phan Thiết,"142 Nguyễn Huệ, Phan Thiết",281313,2.7,0252-696-2651,www.lotus-danang-apartments.com
747,Royal Saigon Hotel,Phan Thiết,"109 Nguyễn Huệ, Phan Thiết",458521,3.8,085978753,www.royal-saigon-hotel.com.vn
748,Lotus Saigon River Villa,Phan Thiết,"123 Trần Hưng Đạo, Phan Thiết",835684,4.9,0252-258-6833,www.lotus-saigon-river-villa.com.vn
749,Riverside Azure Inn,Phan Thiết,"63 Lý Thường Kiệt, Phan Thiết",683253,4.7,094778404,www.riverside-azure-inn.vn
750,Garden Da Lat Hotel,Phan Thiết,"9 Trần Hưng Đạo, Phan Thiết",713867,4.1,087948279,www.garden-da-lat-hotel.com
751,Lotus Danang Villa,Phan Thiết,"244 Cách Mạng Tháng Tám, Phan Thiết",916101,5.0,074004196,www.lotus-danang-villa.vn
752,Sunrise House Hanoi,Phan Thiết,"255 Điện Biên Phủ, Phan Thiết",652202,4.5,072728311,www.sunrise-house-hanoi.com
753,Garden Suites Nha Trang,Phan Thiết,"88 Hùng Vương, Phan Thiết",727152,4.4,0252-645-1478,www.garden-suites-nha-trang.com
754,Ocean Lodge Nha Trang,Phan Thiết,"244 Lê Lợi, Phan Thiết",837338,4.9,071926452,www.ocean-lodge-nha-trang.com
755,Sky Resort Lotus,Phan Thiết,"196 Nguyễn Trãi, Phan Thiết",692832,4.1,079274823,www.sky-resort-lotus.com
756,Golden Danang Resort,Phan Thiết,"175 Trần Phú, Phan Thiết",799604,4.4,036867025,www.golden-danang-resort.com
